essay_id,total_segments,unannotated_segments,start_min,end_max,text_length,annotated_segments,partition_status,order_valid_heuristic,start_order_matches_type_num_order,annotated_overlap_pairs,duplicate_annotations,missing_key_discourse_types,has_no_annotations
5054166_cleaned,12,2,0,2667,2700,10,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5054169,5,0,0,1089,1095,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5054171,10,2,0,784,790,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5054175,10,1,0,2351,2360,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054203,14,2,0,2816,2820,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054247,8,0,0,3297,3302,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5054253,10,0,0,2270,2274,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Position,False
5054259,11,1,0,2690,2696,10,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5054277,15,3,0,3139,3148,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054284,17,8,0,2359,2364,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054308,12,2,0,1623,1628,10,does_not_end_at_last_char,False,False,0,0,Counterclaim|Lead|Rebuttal,False
5054317,2,1,0,1959,1970,1,does_not_end_at_last_char,True,True,0,0,Claim|Concluding Statement|Counterclaim|Lead|Position|Rebuttal,False
5054327,9,2,0,2193,2212,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5054330,8,1,0,1057,1090,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5054340,24,5,0,2863,2871,19,does_not_end_at_last_char,False,False,0,0,,False
5054349,11,3,0,1468,1471,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5054360,6,1,0,973,977,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5054366,13,0,0,2756,2762,13,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054368,5,0,0,1197,1202,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5054382,11,0,0,3077,3082,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054431,4,1,0,1050,1068,3,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Position|Rebuttal,False
5054435,12,1,0,2778,2782,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5054463,4,0,0,1578,1580,4,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Lead|Rebuttal,False
5054494,8,3,0,998,1152,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5054511,13,4,0,1614,1617,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5054514,16,7,0,2308,2316,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054551,9,2,0,2314,2316,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5054581,9,2,0,2413,2417,7,does_not_end_at_last_char,False,False,0,0,Counterclaim|Lead|Rebuttal,False
5056641_cleaned,13,3,0,3007,3210,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5056843,11,0,0,3821,3948,11,does_not_end_at_last_char,True,False,0,0,,False
5056870,9,1,0,1868,1872,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5056878,9,1,0,3643,3648,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5056889,8,2,0,1353,1461,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5056904,8,2,0,1780,1785,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5056906,11,2,0,2196,2203,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5056911,7,0,0,1442,1448,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5056919,15,1,0,1727,1858,14,does_not_end_at_last_char,True,False,0,0,,False
5056926,20,5,0,3074,3114,15,does_not_end_at_last_char,True,False,0,0,,False
5056968,13,0,0,2782,2789,13,does_not_end_at_last_char,True,False,0,0,Lead,False
5056984,17,5,0,1835,1841,12,does_not_end_at_last_char,True,False,0,0,Lead,False
5056990,10,1,0,2344,2361,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057010,13,2,0,3246,3249,11,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead|Rebuttal,False
5057027,20,5,0,1670,2193,15,does_not_end_at_last_char,True,False,0,0,,False
5057028,8,0,0,1555,1563,8,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057054,9,2,0,2018,2078,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057064,9,2,0,1451,1455,7,does_not_end_at_last_char,True,False,0,0,Lead,False
5057092,9,3,0,1907,1928,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057102,12,3,0,1925,6158,9,does_not_end_at_last_char,True,False,0,0,Lead,False
5057136,11,1,0,2042,2048,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
5057138,5,0,0,1218,1220,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057158,6,0,0,985,989,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5057163_cleaned,6,2,0,1215,1249,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057166,8,0,0,1562,1565,8,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5057207,19,5,0,2868,2907,14,does_not_end_at_last_char,True,False,0,0,,False
5057209,11,2,0,4084,4165,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057227_cleaned,11,3,0,1993,2087,8,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead|Rebuttal,False
5057232,10,1,0,2514,2518,9,does_not_end_at_last_char,True,False,0,0,,False
5057247,7,0,0,823,828,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057258,8,2,0,848,879,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057259_cleaned,14,5,0,2172,2208,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
5057274,10,1,0,2326,2356,9,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
5057294,4,1,0,972,974,3,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057317,16,7,0,1986,1999,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057357,11,3,0,1867,1876,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057363,15,5,0,2173,2178,10,does_not_end_at_last_char,True,False,0,0,Lead|Position|Rebuttal,False
5057368,8,2,0,1338,1344,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057392,1,0,0,2365,2366,1,complete_partition,True,True,0,0,Claim|Concluding Statement|Counterclaim|Lead|Position|Rebuttal,False
5057402,6,1,0,1853,1870,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057451,7,1,0,1568,1584,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057454,6,2,0,968,970,4,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057460,8,0,0,1293,1296,8,does_not_end_at_last_char,True,False,0,0,Lead,False
5057483,7,0,0,1536,1542,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057503,3,0,0,2196,2405,3,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057535,5,1,0,2886,2903,4,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057541,9,2,0,3436,3441,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057580,9,1,0,1706,1716,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057583,18,6,0,1259,1267,12,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5057591,8,1,0,1361,4033,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5057618,10,1,0,2272,2299,9,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5057624,5,0,0,906,908,5,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Evidence|Lead,False
5057643,6,0,0,1911,1913,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057668,12,2,0,2817,2822,10,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5057780,11,2,0,2272,2275,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057781,11,3,0,2071,2076,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057793,11,1,0,2104,2120,10,does_not_end_at_last_char,True,False,0,0,Lead,False
5057802,9,0,0,2749,2755,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057845,10,0,0,3580,3586,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057850,11,0,0,4086,4109,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5057880,3,0,0,3309,3310,3,complete_partition,True,False,0,0,Claim|Concluding Statement|Counterclaim|Rebuttal,False
5057892,12,3,0,2479,2491,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057956,5,1,0,2012,2018,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5057994,2,0,0,950,3011,2,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Lead|Rebuttal,False
5057996,8,2,0,3547,3550,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5058019,10,0,0,2722,2727,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058037,11,2,0,2720,2758,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5058061,10,1,0,1827,2062,9,does_not_end_at_last_char,False,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5058092,14,2,0,3474,3481,12,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5058093,1,0,0,1193,1194,1,complete_partition,True,True,0,0,Claim|Concluding Statement|Counterclaim|Lead|Position|Rebuttal,False
5058372,15,6,0,2505,2511,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5058375,17,7,0,2054,2062,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058379,5,1,0,2807,2822,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058429,4,1,0,3488,3491,3,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Lead|Rebuttal,False
5058492,7,1,0,916,937,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058504,8,0,0,1181,1189,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5058631,7,1,0,1204,1236,6,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Rebuttal,False
5058680,11,1,0,2006,2011,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058710,1,0,0,1910,1981,1,does_not_end_at_last_char,True,True,0,0,Claim|Concluding Statement|Counterclaim|Lead|Position|Rebuttal,False
5058731,9,0,0,1976,1982,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058732,3,0,0,1117,1119,3,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Rebuttal,False
5058953,15,4,0,1686,1695,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5058970,13,4,0,2209,2212,9,does_not_end_at_last_char,True,False,0,0,Lead,False
5059106,12,3,0,933,1023,9,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5059139,10,1,0,1231,1248,9,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5059170,20,4,0,4665,4671,16,does_not_end_at_last_char,True,False,0,0,,False
5059208,14,2,0,2639,2691,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5059210,18,5,0,2437,2450,13,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5059223,14,5,0,876,880,9,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5059288,11,3,0,2525,2589,8,does_not_end_at_last_char,True,False,0,0,Concluding Statement,False
5059303,18,6,0,3838,3843,12,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5059355,10,3,0,2332,2334,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5059386,6,1,0,1191,1196,5,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5059402,9,0,0,1719,1723,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead|Rebuttal,False
5059596,17,5,0,2603,2611,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5059663,10,3,0,1437,1439,7,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
5059742,16,7,0,1675,1679,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5059788,17,2,0,3048,3080,15,does_not_end_at_last_char,True,False,0,0,,False
5059862,10,1,0,1633,1639,9,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5059874,19,7,0,2727,2741,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5059984,8,1,0,1532,1567,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060019,7,1,0,1019,1024,6,does_not_end_at_last_char,False,False,0,0,Counterclaim|Lead|Rebuttal,False
5060048,8,1,0,2694,2702,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060055,12,2,0,3252,3261,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060077,6,1,0,1180,1185,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5060092,7,0,0,2507,2513,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060093,12,3,0,2574,2577,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060102,7,0,0,1483,1490,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5060131,5,2,0,1535,1545,3,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Lead|Rebuttal,False
5060192,12,2,0,1675,1691,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement,False
5060201,7,0,0,913,919,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060205,11,0,0,1196,1201,11,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5060209,13,3,0,2703,2709,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060230,11,0,0,1833,1957,11,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5060248,13,1,0,1789,1815,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060271,6,1,0,899,892,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5060316,10,2,0,916,927,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060344_cleaned,2,0,0,1033,1060,2,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Position|Rebuttal,False
5060363,6,0,0,2205,2205,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060367,7,0,0,2721,2727,7,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5060439,10,2,0,958,971,8,does_not_end_at_last_char,True,False,0,0,Lead,False
5060494,15,3,0,3103,3114,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060546,12,5,0,1603,1605,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5060553,8,2,0,1362,1961,6,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Rebuttal,False
5060587,10,0,0,1580,1584,10,does_not_end_at_last_char,True,False,0,0,,False
5060598,10,2,0,1338,1344,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060605,10,3,0,3083,3090,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060609,17,4,0,2849,2858,13,does_not_end_at_last_char,True,False,0,0,Lead,False
5060659,9,2,0,3157,3163,7,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5060665,7,2,0,1177,1441,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060705,8,1,0,1376,1383,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5060730,14,4,0,2118,2134,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060760,4,0,0,2230,2236,4,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Rebuttal,False
5060764,9,1,0,1562,1567,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060794,5,0,0,1755,1762,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060811,15,1,0,2992,3000,14,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060822,11,3,0,1966,1970,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060863,14,4,0,2409,2412,10,does_not_end_at_last_char,True,False,0,0,,False
5060918,15,6,0,1402,1437,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060927,9,0,0,1579,1586,9,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5060930,16,4,0,1647,1647,12,does_not_end_at_last_char,True,False,0,0,Lead,False
5060965,4,0,0,1712,1737,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060973,11,4,0,1723,1726,7,does_not_end_at_last_char,False,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5060987,16,4,0,1770,1778,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5060991,5,1,0,2038,2096,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5060997,16,6,0,1488,1492,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Position|Rebuttal,False
5061077,10,2,0,4027,4034,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061080,18,6,0,2521,2531,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061108,5,0,0,1413,1481,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5061109,15,7,0,3591,3627,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061122,9,0,0,2228,2259,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Rebuttal,False
5061127,12,5,0,3234,3239,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061145,6,0,0,1050,1060,6,does_not_end_at_last_char,True,False,0,0,Lead,False
5061157,19,6,0,2798,2806,13,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061192,18,6,0,1991,1998,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061211,9,1,0,1125,1132,8,does_not_end_at_last_char,False,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
5061213,7,1,0,2741,2744,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061269,12,4,0,2162,2175,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061280,11,2,0,888,901,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5061287,17,6,0,2102,2106,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061353,17,6,0,1192,1198,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061390,12,1,0,2045,2051,11,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5061403,5,1,0,1003,1067,4,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Rebuttal,False
5061406,10,1,0,2793,2799,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061444,6,1,0,976,1023,5,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Lead|Rebuttal,False
5061546,10,3,0,3103,3104,7,complete_partition,True,False,0,0,Counterclaim|Rebuttal,False
5061671,7,1,0,1983,1985,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061787,7,1,0,1457,1492,6,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
5061836,9,0,0,1671,1699,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061843,11,2,0,2031,2062,9,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
5061910,14,4,0,3024,3029,10,does_not_end_at_last_char,True,False,0,0,,False
5061912,10,0,0,2994,3042,10,does_not_end_at_last_char,True,False,0,0,,False
5061932,2,0,0,2125,2126,2,complete_partition,True,False,0,0,Claim|Concluding Statement|Counterclaim|Lead|Rebuttal,False
5061941,6,0,0,1388,1392,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061947,14,2,0,2647,2886,12,does_not_end_at_last_char,False,False,0,0,,False
5061948,10,1,0,1205,1211,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5061950,8,1,0,2180,2216,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061984,12,0,0,1529,1535,12,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
5061998,10,1,0,3092,3095,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5061999,10,0,0,3211,3215,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement,False
5062010,14,2,0,2073,2294,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5062019,11,1,0,2776,2812,10,does_not_end_at_last_char,True,False,0,0,,False
5062043,9,0,0,1823,1831,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement,False
5062086,9,1,0,1506,1509,8,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
5062109,5,0,0,1465,1499,5,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement,False
5062117,17,1,0,4139,4556,16,does_not_end_at_last_char,True,False,0,0,,False
5062132,12,4,0,1794,1799,8,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
5062155,12,0,0,1873,1879,12,does_not_end_at_last_char,True,False,0,0,Lead,False
5062189,11,0,0,3674,3678,11,does_not_end_at_last_char,True,False,0,0,Lead,False
5062208,11,3,0,1887,1992,8,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5062263,15,5,0,1783,1947,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5062273,8,2,0,1285,1303,6,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
5062301,9,2,0,2104,2106,7,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
5062321,16,4,0,2883,2893,12,does_not_end_at_last_char,True,False,0,0,,False
5062339,9,2,0,1108,1172,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5062415,11,2,0,1381,1485,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5062428,9,1,0,2463,2466,8,does_not_end_at_last_char,True,False,0,0,Concluding Statement,False
5062454,15,1,0,2807,3505,14,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5062497,8,1,0,1207,1377,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5062524,12,4,0,2059,2063,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5062551,9,0,0,1000,1003,9,does_not_end_at_last_char,True,False,0,0,Lead,False
5062559,9,0,0,2840,2848,9,does_not_end_at_last_char,True,False,0,0,,False
5062561,10,1,0,1130,1188,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5062578,15,3,0,1906,1939,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5062636,4,1,0,2097,2099,3,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Rebuttal,False
5062683,3,0,0,1532,1535,3,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Lead|Rebuttal,False
5062733,8,1,0,1409,1419,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5062801_cleaned,9,1,0,1160,1185,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5062838,7,2,0,1166,1169,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5062953,10,1,0,1944,1986,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5063177,16,4,0,1979,2079,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5063743,12,1,0,2283,2288,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5063882,19,5,0,4469,4712,14,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5063992,17,3,0,3578,3586,14,does_not_end_at_last_char,True,False,0,0,,False
5064256,11,2,0,3079,3084,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5064333,12,0,0,1785,1794,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5064713,10,1,0,2626,2632,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
5064858,12,5,0,1886,1890,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
5065518,14,2,0,3075,3080,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
5065548,9,0,0,1750,1756,9,does_not_end_at_last_char,True,False,0,0,Lead,False
5065828,8,3,0,1363,1376,5,does_not_end_at_last_char,True,False,0,0,Claim|Counterclaim|Rebuttal,False
5066040,11,2,0,2773,2780,9,does_not_end_at_last_char,True,False,0,0,,False
5066536,2,0,0,1705,1706,2,complete_partition,True,False,0,0,Claim|Concluding Statement|Counterclaim|Lead|Rebuttal,False
