essay_id,holistic_essay_score,prompt_name,task,competition_set,char_count,word_count_computed,essay_word_count_field,discourse_component_count,discourse_label_diversity,annotation_coverage_pct,has_lead,has_position,has_claim,has_evidence,has_counterclaim,has_rebuttal,has_concluding_statement,join_valid
AAAVUP14319000108975,2.0,Exploring Venus,Text dependent,train,897,168,169,6,5,99.777,True,True,True,True,False,False,True,True
AAAVUP14319000076426,4.0,Exploring Venus,Text dependent,train,2320,434,434,14,4,99.9569,False,True,True,True,False,False,True,True
AAAVUP14319000124048,2.0,Exploring Venus,Text dependent,train,1669,285,312,8,4,98.1426,False,True,True,True,False,False,True,True
AAAVUP14319000071150,2.0,Exploring Venus,Text dependent,train,1550,282,281,11,6,99.6774,False,True,True,True,True,True,True,True
AAAVUP14319000096216,5.0,Exploring Venus,Text dependent,train,3602,635,617,15,7,99.6669,True,True,True,True,True,True,True,True
AAAVUP14319000022503,2.0,Exploring Venus,Text dependent,train,1325,243,233,8,5,99.7736,True,True,True,True,False,False,True,True
AAAVUP14319000130975,2.0,Exploring Venus,Text dependent,train,1999,348,343,7,3,99.8999,False,True,True,True,False,False,False,True
AAAVUP14319000110044,4.0,Exploring Venus,Text dependent,train,2847,532,525,13,6,99.6488,False,True,True,True,True,True,True,True
AAAVUP14319000049103,5.0,Exploring Venus,Text dependent,train,3169,554,547,10,4,99.8422,False,True,True,True,False,False,True,True
AAAVUP14319000154043,3.0,Exploring Venus,Text dependent,train,1223,211,214,7,4,99.1823,False,True,True,True,False,False,True,True
AAAVUP14319000038276,4.0,Exploring Venus,Text dependent,train,2552,454,448,10,6,99.8041,False,True,True,True,True,True,True,True
AAAVUP14319000043625,4.0,Exploring Venus,Text dependent,train,2375,389,390,9,4,99.8316,False,True,True,True,False,False,True,True
AAAVUP14319000157106,3.0,Exploring Venus,Text dependent,train,1326,231,224,12,5,99.6229,True,True,True,True,False,False,True,True
AAAVUP14319000095020,2.0,Exploring Venus,Text dependent,train,1149,213,219,4,4,99.6519,False,True,True,True,False,False,True,True
AAAVUP14319000116426,2.0,Exploring Venus,Text dependent,train,910,175,170,4,2,100.0,False,True,False,True,False,False,False,True
AAAVUP14319000119877,1.0,Exploring Venus,Text dependent,train,2054,362,364,3,3,99.6105,True,False,False,True,False,False,True,True
AAAVUP14319000125326,3.0,Exploring Venus,Text dependent,train,1572,283,280,12,5,99.2366,True,True,True,True,False,False,True,True
AAAVUP14319000151500,4.0,Exploring Venus,Text dependent,train,2782,458,450,8,4,99.8922,False,True,True,True,False,False,True,True
AAAVUP14319000060721,4.0,Exploring Venus,Text dependent,train,3339,557,547,16,5,99.8203,True,True,True,True,False,False,True,True
AAAVUP14319000054024,3.0,Exploring Venus,Text dependent,train,1817,342,336,9,5,99.8349,True,True,True,True,False,False,True,True
AAAVUP14319000068299,3.0,Exploring Venus,Text dependent,train,2095,392,401,9,5,99.6181,True,True,True,True,False,False,True,True
AAAVUP14319000102968,2.0,Exploring Venus,Text dependent,train,1170,223,220,3,3,99.8291,True,True,False,True,False,False,False,True
AAAVUP14319000046652,3.0,Exploring Venus,Text dependent,train,1766,292,285,7,4,96.7157,False,True,True,True,False,False,True,True
AAAVUP14319000122373,2.0,Exploring Venus,Text dependent,train,1419,252,255,9,4,89.993,False,True,True,True,False,False,True,True
AAAVUP14319000005830,2.0,Exploring Venus,Text dependent,train,1025,188,184,5,3,93.1707,False,True,False,True,False,False,True,True
AAAVUP14319000064174,4.0,Exploring Venus,Text dependent,train,1874,317,315,8,7,99.8399,True,True,True,True,True,True,True,True
AAAVUP14319000044973,2.0,Exploring Venus,Text dependent,train,1504,275,268,10,7,99.734,True,True,True,True,True,True,True,True
AAAVUP14319000095005,4.0,Exploring Venus,Text dependent,train,2897,518,519,12,5,99.8964,True,True,True,True,False,False,True,True
AAAVUP14319000109594,3.0,Exploring Venus,Text dependent,train,1716,320,318,7,3,99.9417,False,True,True,True,False,False,False,True
AAAVUP14319000153866,2.0,Exploring Venus,Text dependent,train,1363,275,274,5,5,99.9266,True,True,True,True,False,False,True,True
AAAVUP14319000101694,2.0,Exploring Venus,Text dependent,train,1797,334,323,6,5,99.8331,True,True,True,True,False,False,True,True
AAAVUP14319000053921,1.0,Exploring Venus,Text dependent,train,805,152,152,3,3,100.0,False,True,False,True,False,False,True,True
AAAVUP14319000032831,4.0,Exploring Venus,Text dependent,train,3065,555,533,10,4,99.8695,False,True,True,True,False,False,True,True
AAAVUP14319000120847,3.0,Exploring Venus,Text dependent,train,1922,345,337,12,7,99.8959,True,True,True,True,True,True,True,True
AAAVUP14319000133219,3.0,Exploring Venus,Text dependent,train,1303,231,229,7,4,99.9233,False,True,True,True,False,False,True,True
AAAVUP14319000052945,3.0,Exploring Venus,Text dependent,train,2157,382,376,7,5,99.7682,True,True,True,True,False,False,True,True
AAAVUP14319000123842,2.0,Exploring Venus,Text dependent,train,1841,343,344,7,4,100.0,False,True,True,True,False,False,True,True
AAAVUP14319000145906,2.0,Exploring Venus,Text dependent,train,1603,296,291,8,3,99.8752,False,True,True,True,False,False,False,True
AAAVUP14319000131687,4.0,Exploring Venus,Text dependent,train,2028,359,362,8,6,99.7535,True,True,True,True,True,False,True,True
AAAVUP14319000050695,1.0,Exploring Venus,Text dependent,train,3264,541,527,2,2,100.0,True,False,False,True,False,False,False,True
AAAVUP14319000122834,2.0,Exploring Venus,Text dependent,train,1765,313,310,7,4,99.4334,True,True,True,True,False,False,False,True
AAAVUP14319000105837,4.0,Exploring Venus,Text dependent,train,2195,379,376,8,4,99.9089,False,True,True,True,False,False,True,True
AAAVUP14319000076983,4.0,Exploring Venus,Text dependent,train,2287,384,382,9,5,99.8251,True,True,True,True,False,False,True,True
AAAVUP14319000093639,3.0,Exploring Venus,Text dependent,train,2109,367,359,9,4,99.7629,False,True,True,True,False,False,True,True
AAAVUP14319000102245,4.0,Exploring Venus,Text dependent,train,2957,533,557,12,5,99.4589,True,True,True,True,False,False,True,True
AAAVUP14319000051119,3.0,Exploring Venus,Text dependent,train,1719,301,297,9,3,99.8837,False,True,True,True,False,False,False,True
AAAVUP14319000095950,2.0,Exploring Venus,Text dependent,train,1316,232,226,6,4,99.848,False,True,True,True,False,False,True,True
AAAVUP14319000054456,3.0,Exploring Venus,Text dependent,train,2563,465,463,7,5,99.8049,True,True,True,True,False,False,True,True
AAAVUP14319000101007,4.0,Exploring Venus,Text dependent,train,2408,426,412,12,5,99.8339,True,True,True,True,False,False,True,True
AAAVUP14319000040406,3.0,Exploring Venus,Text dependent,train,2049,368,364,11,4,99.8048,False,True,True,True,False,False,True,True
AAAVUP14319000062128,1.0,Exploring Venus,Text dependent,train,1198,223,221,1,1,100.0,False,False,False,True,False,False,False,True
AAAVUP14319000060519,5.0,Exploring Venus,Text dependent,train,3135,542,534,13,6,99.9043,False,True,True,True,True,True,True,True
AAAVUP14319000125515,5.0,Exploring Venus,Text dependent,train,2729,470,471,9,6,99.8901,False,True,True,True,True,True,True,True
AAAVUP14319000050875,3.0,Exploring Venus,Text dependent,train,1424,239,235,5,5,100.0,True,True,True,True,False,False,True,True
AAAVUP14319000093321,2.0,Exploring Venus,Text dependent,train,1732,303,301,6,4,99.8845,False,True,True,True,True,False,False,True
AAAVUP14319000149324,3.0,Exploring Venus,Text dependent,train,1654,298,294,9,4,99.7582,False,True,True,True,False,False,True,True
AAAVUP14319000039883,2.0,Exploring Venus,Text dependent,train,1135,218,216,8,4,99.7357,False,True,True,True,False,False,True,True
AAAVUP14319000107592,2.0,Exploring Venus,Text dependent,train,1317,241,247,5,4,99.9241,True,True,True,True,False,False,False,True
AAAVUP14319000070497,3.0,Exploring Venus,Text dependent,train,2839,530,518,10,5,99.7887,False,True,True,True,True,False,True,True
AAAVUP14319000047276,4.0,Exploring Venus,Text dependent,train,2234,368,363,12,5,99.6419,True,True,True,True,False,False,True,True
AAAVUP14319000073782,3.0,Exploring Venus,Text dependent,train,1751,321,305,10,4,99.7144,False,True,True,True,False,False,True,True
AAAVUP14319000048599,3.0,Exploring Venus,Text dependent,train,1919,352,350,8,5,100.0521,True,True,True,True,False,False,True,True
AAAVUP14319000092863,3.0,Exploring Venus,Text dependent,train,2615,466,455,8,4,99.8853,False,True,True,True,False,False,True,True
AAAVUP14319000127176,1.0,Exploring Venus,Text dependent,train,1126,216,211,3,1,100.0888,False,False,False,True,False,False,False,True
AAAVUP14319000043043,5.0,Exploring Venus,Text dependent,train,2671,499,495,10,4,99.7754,False,True,True,True,False,False,True,True
AAAVUP14319000121348,4.0,Exploring Venus,Text dependent,train,4360,778,764,13,5,99.8394,True,True,True,True,False,False,True,True
AAAVUP14319000087741,3.0,Exploring Venus,Text dependent,train,1645,298,294,9,5,99.7568,True,True,True,True,False,False,True,True
AAAVUP14319000062784,3.0,Exploring Venus,Text dependent,train,1434,241,235,7,4,99.8605,False,True,True,True,False,False,True,True
AAAVUP14319000111528,4.0,Exploring Venus,Text dependent,train,2095,381,370,9,5,99.9523,False,True,False,True,True,True,True,True
AAAVUP14319000043829,3.0,Exploring Venus,Text dependent,train,1351,232,231,8,4,99.3338,False,True,True,True,False,False,True,True
AAAVUP14319000079310,4.0,Exploring Venus,Text dependent,train,3515,607,593,11,4,99.5448,False,True,True,True,False,False,True,True
AAAVUP14319000061316,2.0,Exploring Venus,Text dependent,train,1701,282,275,9,4,99.7061,False,True,True,True,False,False,True,True
AAAVUP14319000098243,1.0,Exploring Venus,Text dependent,train,987,179,180,3,3,100.1013,True,False,False,True,False,False,True,True
AAAVUP14319000142659,2.0,Exploring Venus,Text dependent,train,1696,354,355,5,4,99.941,True,True,False,True,False,False,True,True
AAAVUP14319000109420,3.0,Exploring Venus,Text dependent,train,4382,757,748,12,5,99.9087,True,True,True,True,False,False,True,True
AAAVUP14319000131060,1.0,Exploring Venus,Text dependent,train,954,165,155,2,2,100.1048,False,False,False,True,False,False,True,True
AAAVUP14319000094277,2.0,Exploring Venus,Text dependent,train,1115,205,211,5,4,99.2825,False,True,True,True,False,False,True,True
AAAVUP14319000090690,3.0,Exploring Venus,Text dependent,train,2094,394,385,10,5,99.9045,True,True,True,True,False,False,True,True
AAAVUP14319000025650,2.0,Exploring Venus,Text dependent,train,1197,222,213,4,4,99.9165,False,True,True,True,False,False,True,True
AAAVUP14319000136766,3.0,Exploring Venus,Text dependent,train,1914,326,323,9,5,99.8433,True,True,True,True,False,False,True,True
AAAVUP14319000048857,1.0,Exploring Venus,Text dependent,train,1400,254,249,8,4,99.6429,False,True,True,True,False,False,True,True
AAAVUP14319000067526,4.0,Exploring Venus,Text dependent,train,2452,458,450,9,5,99.7961,True,True,True,True,False,False,True,True
AAAVUP14319000141979,2.0,Exploring Venus,Text dependent,train,944,166,166,5,5,99.8941,True,True,True,True,False,False,True,True
AAAVUP14319000110358,5.0,Exploring Venus,Text dependent,train,3130,547,540,10,5,99.9361,True,True,True,True,False,False,True,True
AAAVUP14319000127221,4.0,Exploring Venus,Text dependent,train,2495,413,409,10,5,99.6794,True,True,True,True,False,False,True,True
AAAVUP14319000068658,3.0,Exploring Venus,Text dependent,train,1649,285,283,7,4,99.8787,False,True,True,True,False,False,True,True
AAAVUP14319000140395,3.0,Exploring Venus,Text dependent,train,1600,264,257,12,5,99.75,True,True,True,True,False,False,True,True
AAAVUP14319000127075,2.0,Exploring Venus,Text dependent,train,1889,335,324,9,5,100.0529,True,True,True,True,False,False,True,True
AAAVUP14319000117643,4.0,Exploring Venus,Text dependent,train,2622,503,494,12,7,99.8856,True,True,True,True,True,True,True,True
AAAVUP14319000102465,1.0,Exploring Venus,Text dependent,train,2621,463,451,10,2,99.8092,False,False,True,True,False,False,False,True
AAAVUP14319000080845,4.0,Exploring Venus,Text dependent,train,3721,644,636,11,4,99.8388,False,True,True,True,False,False,True,True
AAAVUP14319000032454,4.0,Exploring Venus,Text dependent,train,1825,311,309,5,3,100.0548,False,True,True,True,False,False,False,True
AAAVUP14319000143000,1.0,Exploring Venus,Text dependent,train,931,176,177,2,2,100.0,False,False,False,True,False,False,True,True
AAAVUP14319000069066,2.0,Exploring Venus,Text dependent,train,2162,388,375,6,4,99.8612,False,True,True,True,False,False,True,True
AAAVUP14319000088455,4.0,Exploring Venus,Text dependent,train,3029,556,548,9,4,99.8679,False,True,True,True,False,False,True,True
AAAVUP14319000149112,3.0,Exploring Venus,Text dependent,train,1701,297,299,7,4,99.6473,False,True,True,True,False,False,True,True
AAAVUP14319000094520,1.0,Exploring Venus,Text dependent,train,2102,358,363,2,2,99.9524,True,False,False,True,False,False,False,True
AAAVUP14319000045509,3.0,Exploring Venus,Text dependent,train,1535,288,303,7,5,99.4788,True,True,True,True,False,False,True,True
AAAVUP14319000026190,3.0,Exploring Venus,Text dependent,train,2342,440,453,10,5,95.474,True,True,True,True,False,False,True,True
AAAVUP14319000049533,3.0,Exploring Venus,Text dependent,train,1733,316,334,9,4,98.2689,False,True,True,True,False,False,True,True
AAAVUP14319000147718,5.0,Exploring Venus,Text dependent,train,2880,491,484,11,6,99.7917,False,True,True,True,True,True,True,True
AAAVUP14319000100069,2.0,Exploring Venus,Text dependent,train,1834,332,338,4,3,99.5638,False,True,False,True,False,False,True,True
AAAVUP14319000053848,5.0,Exploring Venus,Text dependent,train,3331,562,552,8,5,99.94,True,True,True,True,False,False,True,True
AAAVUP14319000133576,3.0,Exploring Venus,Text dependent,train,1924,353,343,9,4,99.7401,False,True,True,True,False,False,True,True
AAAVUP14319000104313,2.0,Exploring Venus,Text dependent,train,1579,286,284,9,5,99.81,True,True,True,True,False,False,True,True
AAAVUP14319000144894,2.0,Exploring Venus,Text dependent,train,1047,188,190,7,4,99.7135,False,True,True,True,False,False,True,True
AAAVUP14319000077846,3.0,Exploring Venus,Text dependent,train,2403,425,396,12,5,99.9168,True,True,True,True,False,False,True,True
AAAVUP14319000051148,3.0,Exploring Venus,Text dependent,train,1917,373,381,7,5,99.5305,True,True,True,True,False,False,True,True
AAAVUP14319000080760,4.0,Exploring Venus,Text dependent,train,2186,383,379,10,5,99.817,True,True,True,True,False,False,True,True
AAAVUP14319000083419,3.0,Exploring Venus,Text dependent,train,1839,324,320,9,4,99.8369,False,True,True,True,False,False,True,True
AAAVUP14319000050514,6.0,Exploring Venus,Text dependent,train,4160,734,714,13,7,99.9519,True,True,True,True,True,True,True,True
AAAVUP14319000066733,3.0,Exploring Venus,Text dependent,train,1414,257,251,7,5,99.7171,True,True,True,True,False,False,True,True
AAAVUP14319000128567,3.0,Exploring Venus,Text dependent,train,1571,288,286,8,3,99.809,False,True,False,True,False,False,True,True
AAAVUP14319000085389,3.0,Exploring Venus,Text dependent,train,1969,331,329,11,4,99.4413,True,True,True,True,False,False,False,True
AAAVUP14319000093391,2.0,Exploring Venus,Text dependent,train,1174,214,211,5,5,99.9148,True,True,True,True,False,False,True,True
AAAVUP14319000051889,4.0,Exploring Venus,Text dependent,train,2894,488,483,8,5,99.8963,True,True,True,True,False,False,True,True
AAAVUP14319000148927,3.0,Exploring Venus,Text dependent,train,1593,283,281,7,5,99.5606,True,True,True,True,False,False,True,True
AAAVUP14319000044678,4.0,Exploring Venus,Text dependent,train,2209,393,404,10,5,99.3662,True,True,True,True,False,False,True,True
AAAVUP14319000020049,3.0,Exploring Venus,Text dependent,train,1713,314,303,8,5,99.9416,True,True,True,True,False,False,True,True
AAAVUP14319000134940,4.0,Exploring Venus,Text dependent,train,4270,775,782,12,5,99.7424,True,True,True,True,False,False,True,True
AAAVUP14319000097009,2.0,Exploring Venus,Text dependent,train,1061,192,192,6,4,99.7172,False,True,True,True,False,False,True,True
AAAVUP14319000050881,2.0,Exploring Venus,Text dependent,train,1495,277,272,5,5,99.7324,True,True,True,True,False,False,True,True
AAAVUP14319000121393,4.0,Exploring Venus,Text dependent,train,2634,462,465,9,5,99.5065,True,True,True,True,False,False,True,True
AAAVUP14319000093601,5.0,Exploring Venus,Text dependent,train,3580,608,603,8,4,99.9162,False,True,True,True,False,False,True,True
AAAVUP14319000131743,2.0,Exploring Venus,Text dependent,train,1061,181,179,5,5,99.8115,True,True,True,True,False,False,True,True
AAAVUP14319000034967,5.0,Exploring Venus,Text dependent,train,4416,752,740,14,5,99.9321,True,True,True,True,False,False,True,True
AAAVUP14319000124462,4.0,Exploring Venus,Text dependent,train,3682,652,636,9,5,99.8914,True,True,True,True,False,False,True,True
AAAVUP14319000135901,3.0,Exploring Venus,Text dependent,train,2098,358,351,12,5,99.6663,True,True,True,True,False,False,True,True
AAAVUP14319000157853,4.0,Exploring Venus,Text dependent,train,2535,446,439,8,4,99.8028,False,True,True,True,False,False,True,True
AAAVUP14319000096712,1.0,Exploring Venus,Text dependent,train,1293,231,232,2,2,100.0,False,True,False,True,False,False,False,True
AAAVUP14319000099640,3.0,Exploring Venus,Text dependent,train,1332,238,237,8,5,99.7748,True,True,True,True,False,False,True,True
AAAVUP14319000103952,3.0,Exploring Venus,Text dependent,train,1550,296,291,12,4,99.8065,False,True,True,True,False,False,True,True
AAAVUP14319000122272,3.0,Exploring Venus,Text dependent,train,1984,361,339,8,4,99.8488,False,True,True,True,False,False,True,True
AAAVUP14319000080349,3.0,Exploring Venus,Text dependent,train,2089,379,375,11,5,99.8085,True,True,True,True,False,False,True,True
AAAVUP14319000144790,3.0,Exploring Venus,Text dependent,train,2710,467,478,9,5,99.8155,True,True,True,True,False,False,True,True
AAAVUP14319000155917,2.0,Exploring Venus,Text dependent,train,1363,223,364,5,2,89.4351,False,True,False,True,False,False,False,True
AAAVUP14319000102755,1.0,Exploring Venus,Text dependent,train,1862,316,308,3,3,99.9463,True,True,False,True,False,False,False,True
AAAVUP14319000151772,2.0,Exploring Venus,Text dependent,train,832,152,152,5,3,99.8798,False,True,True,True,False,False,False,True
AAAVUP14319000066011,2.0,Exploring Venus,Text dependent,train,1337,232,228,6,4,99.8504,False,True,True,True,False,False,True,True
AAAVUP14319000034520,3.0,Exploring Venus,Text dependent,train,1438,243,231,6,4,99.8609,False,True,True,True,False,False,True,True
AAAVUP14319000097707,2.0,Exploring Venus,Text dependent,train,1101,195,191,6,4,99.9092,False,True,True,True,False,False,True,True
AAAVUP14319000119837,2.0,Exploring Venus,Text dependent,train,1501,276,274,7,4,99.7335,False,True,True,True,False,False,True,True
AAAVUP14319000056978,3.0,Exploring Venus,Text dependent,train,1898,335,327,8,4,99.8946,False,True,True,True,False,False,True,True
AAAVUP14319000091691,6.0,Exploring Venus,Text dependent,train,4358,721,716,12,5,99.9082,True,True,True,True,False,False,True,True
AAAVUP14319000043301,3.0,Exploring Venus,Text dependent,train,2745,495,480,6,5,99.8907,True,True,True,True,False,False,True,True
AAAVUP14319000095294,2.0,Exploring Venus,Text dependent,train,1468,246,245,6,4,99.9319,False,True,True,True,False,False,True,True
AAAVUP14319000086902,2.0,Exploring Venus,Text dependent,train,2398,445,441,6,4,100.0,False,True,True,True,False,False,True,True
AAAVUP14319000104328,2.0,Exploring Venus,Text dependent,train,1139,226,233,9,4,99.6488,False,True,True,True,False,False,True,True
AAAVUP14319000155960,3.0,Exploring Venus,Text dependent,train,2343,415,411,11,4,99.9146,False,True,True,True,False,False,True,True
AAAVUP14319000093898,4.0,Exploring Venus,Text dependent,train,2748,472,462,9,5,99.9272,True,True,True,True,False,False,True,True
AAAVUP14319000083131,4.0,Exploring Venus,Text dependent,train,2077,354,352,9,5,99.8556,True,True,True,True,False,False,True,True
AAAVUP14319000121139,6.0,Exploring Venus,Text dependent,train,3664,631,623,11,5,99.8362,True,True,True,True,False,False,True,True
AAAVUP14319000090618,3.0,Exploring Venus,Text dependent,train,1304,230,227,6,4,99.8466,False,True,True,True,False,False,True,True
AAAVUP14319000122539,2.0,Exploring Venus,Text dependent,train,1300,238,235,4,4,99.8462,False,True,True,True,False,False,True,True
AAAVUP14319000109201,4.0,Exploring Venus,Text dependent,train,2650,471,464,13,7,99.7736,True,True,True,True,True,True,True,True
AAAVUP14319000143541,2.0,Exploring Venus,Text dependent,train,1655,312,320,6,4,99.8187,False,True,True,True,False,False,True,True
AAAVUP14319000148183,3.0,Exploring Venus,Text dependent,train,1961,340,332,8,5,99.898,False,True,True,True,True,False,True,True
AAAVUP14319000056688,3.0,Exploring Venus,Text dependent,train,1974,345,339,7,5,99.9493,True,True,True,True,False,False,True,True
AAAVUP14319000047050,4.0,Exploring Venus,Text dependent,train,2146,354,346,6,4,96.2255,False,True,True,True,False,False,True,True
AAAVUP14319000012556,1.0,Exploring Venus,Text dependent,train,960,199,196,3,2,100.0,True,False,False,True,False,False,False,True
AAAVUP14319000095954,3.0,Exploring Venus,Text dependent,train,2136,360,355,10,5,99.7659,True,True,True,True,False,False,True,True
AAAVUP14319000027662,3.0,Exploring Venus,Text dependent,train,1910,340,339,7,4,99.7906,False,True,True,True,False,False,True,True
AAAVUP14319000020330,2.0,Exploring Venus,Text dependent,train,1454,277,279,3,3,99.7937,True,True,False,True,False,False,False,True
AAAVUP14319000117002,2.0,Exploring Venus,Text dependent,train,1030,191,187,8,4,99.9029,False,True,True,True,False,False,True,True
AAAVUP14319000143231,2.0,Exploring Venus,Text dependent,train,865,154,153,5,5,99.8844,True,True,True,True,False,False,True,True
AAAVUP14319000095293,3.0,Exploring Venus,Text dependent,train,1785,311,308,8,4,99.7759,False,True,True,True,False,False,True,True
AAAVUP14319000066127,3.0,Exploring Venus,Text dependent,train,1387,234,233,8,4,99.7116,False,True,True,True,False,False,True,True
AAAVUP14319000141745,2.0,Exploring Venus,Text dependent,train,1384,270,268,10,4,99.4942,False,True,True,True,False,False,True,True
AAAVUP14319000136336,2.0,Exploring Venus,Text dependent,train,1308,224,221,4,4,99.9235,False,True,True,True,False,False,True,True
AAAVUP14319000104539,3.0,Exploring Venus,Text dependent,train,2189,396,393,10,6,99.6345,False,True,True,True,True,True,True,True
AAAVUP14319000050796,2.0,Exploring Venus,Text dependent,train,1849,367,354,7,5,100.0,True,True,True,True,False,False,True,True
AAAVUP14319000128188,2.0,Exploring Venus,Text dependent,train,2857,494,480,7,4,99.86,False,True,True,True,False,False,True,True
AAAVUP14319000067803,3.0,Exploring Venus,Text dependent,train,1301,229,224,6,3,100.0,False,True,True,True,False,False,False,True
AAAVUP14319000145887,4.0,Exploring Venus,Text dependent,train,3312,569,579,13,4,99.3659,False,True,True,True,False,False,True,True
AAAVUP14319000140464,4.0,Exploring Venus,Text dependent,train,2855,528,520,9,5,99.9299,True,True,True,True,False,False,True,True
AAAVUP14319000134054,2.0,Exploring Venus,Text dependent,train,1245,222,219,5,4,99.9197,False,True,True,True,False,False,True,True
AAAVUP14319000092672,5.0,Exploring Venus,Text dependent,train,2370,403,399,9,6,99.9156,False,True,True,True,True,True,True,True
AAAVUP14319000025905,5.0,Exploring Venus,Text dependent,train,4825,800,783,13,4,99.9171,False,True,True,True,False,False,True,True
AAAVUP14319000102064,4.0,Exploring Venus,Text dependent,train,2969,540,534,9,5,99.899,True,True,True,True,False,False,True,True
AAAVUP14319000119474,4.0,Exploring Venus,Text dependent,train,2296,393,386,9,5,99.7822,True,True,True,True,False,False,True,True
AAAVUP14319000049276,4.0,Exploring Venus,Text dependent,train,2172,371,364,9,5,99.7698,True,True,True,True,False,False,True,True
AAAVUP14319000057558,3.0,Exploring Venus,Text dependent,train,2228,389,389,8,5,99.9102,True,True,True,True,False,False,True,True
AAAVUP14319000107896,2.0,Exploring Venus,Text dependent,train,2032,369,351,8,4,99.8031,False,True,True,True,False,False,True,True
AAAVUP14319000048630,4.0,Exploring Venus,Text dependent,train,2910,519,500,11,4,99.7938,False,True,True,True,False,False,True,True
AAAVUP14319000158173,3.0,Exploring Venus,Text dependent,train,1943,349,333,9,5,99.7427,True,True,True,True,False,False,True,True
AAAVUP14319000050271,5.0,Exploring Venus,Text dependent,train,3509,608,602,14,6,99.886,False,True,True,True,True,True,True,True
AAAVUP14319000103583,3.0,Exploring Venus,Text dependent,train,1213,220,209,6,4,99.8351,True,True,True,True,False,False,False,True
AAAVUP14319000050075,4.0,Exploring Venus,Text dependent,train,2447,440,428,8,4,99.9183,False,True,True,True,False,False,True,True
AAAVUP14319000070482,3.0,Exploring Venus,Text dependent,train,2897,482,481,12,4,98.4122,True,True,True,True,False,False,False,True
AAAVUP14319000023605,1.0,Exploring Venus,Text dependent,train,750,156,155,3,3,99.7333,False,True,True,True,False,False,False,True
AAAVUP14319000087397,1.0,Exploring Venus,Text dependent,train,1190,221,221,7,5,99.7479,True,True,True,True,False,False,True,True
AAAVUP14319000057187,3.0,Exploring Venus,Text dependent,train,1462,260,258,7,5,99.8632,True,True,True,True,False,False,True,True
AAAVUP14319000101583,3.0,Exploring Venus,Text dependent,train,1760,327,330,9,5,99.6023,True,True,True,True,False,False,True,True
AAAVUP14319000080565,2.0,Exploring Venus,Text dependent,train,1208,214,208,6,4,99.6689,False,True,True,True,False,False,True,True
AAAVUP14319000101325,4.0,Exploring Venus,Text dependent,train,2461,436,426,9,4,99.9187,False,True,True,True,False,False,True,True
AAAVUP14319000024165,4.0,Exploring Venus,Text dependent,train,2897,498,488,8,5,99.8619,True,True,True,True,False,False,True,True
AAAVUP14319000100681,3.0,Exploring Venus,Text dependent,train,2215,383,381,8,4,99.9549,False,True,True,True,False,False,True,True
AAAVUP14319000142967,3.0,Exploring Venus,Text dependent,train,1498,258,268,8,5,99.0654,True,True,True,True,False,False,True,True
AAAVUP14319000136506,1.0,Exploring Venus,Text dependent,train,2119,390,381,2,2,100.0,True,False,False,True,False,False,False,True
AAAVUP14319000131613,2.0,Exploring Venus,Text dependent,train,1271,231,225,6,5,99.8426,True,True,True,True,False,False,True,True
AAAVUP14319000095041,1.0,Exploring Venus,Text dependent,train,980,194,194,1,1,100.102,False,False,False,True,False,False,False,True
AAAVUP14319000151278,4.0,Exploring Venus,Text dependent,train,3056,522,511,11,4,99.7709,False,True,True,True,False,False,True,True
AAAVUP14319000033563,3.0,Exploring Venus,Text dependent,train,3620,644,634,10,4,99.779,False,True,True,True,False,False,True,True
AAAVUP14319000007097,3.0,Exploring Venus,Text dependent,train,1735,311,310,8,5,99.7695,True,True,True,True,False,False,True,True
AAAVUP14319000099483,3.0,Exploring Venus,Text dependent,train,2597,444,437,11,4,99.846,False,True,True,True,False,False,True,True
AAAVUP14319000092620,4.0,Exploring Venus,Text dependent,train,2523,451,446,9,5,99.9207,True,True,True,True,False,False,True,True
AAAVUP14319000020501,2.0,Exploring Venus,Text dependent,train,1014,190,185,7,5,99.9014,True,True,True,True,False,False,True,True
AAAVUP14319000080080,4.0,Exploring Venus,Text dependent,train,2893,495,488,8,4,99.8617,False,True,True,True,False,False,True,True
AAAVUP14319000120679,2.0,Exploring Venus,Text dependent,train,1175,215,204,7,5,95.7447,True,True,True,True,False,False,True,True
AAAVUP14319000141275,5.0,Exploring Venus,Text dependent,train,2739,464,463,10,5,99.8905,True,True,True,True,False,False,True,True
AAAVUP14319000030345,3.0,Exploring Venus,Text dependent,train,2049,369,365,9,5,99.8536,True,True,True,True,False,False,True,True
AAAVUP14319000067577,2.0,Exploring Venus,Text dependent,train,1791,318,311,10,4,99.8325,False,True,True,True,False,False,True,True
AAAVUP14319000154769,3.0,Exploring Venus,Text dependent,train,2639,462,451,11,4,99.8105,False,True,True,True,False,False,True,True
AAAVUP14319000053901,3.0,Exploring Venus,Text dependent,train,2367,422,416,9,6,99.831,True,True,False,True,True,True,True,True
AAAVUP14319000081459,2.0,Exploring Venus,Text dependent,train,1752,339,328,7,5,99.8288,True,True,True,True,False,False,True,True
AAAVUP14319000122108,4.0,Exploring Venus,Text dependent,train,2326,423,416,8,4,91.9175,False,True,True,True,False,False,True,True
AAAVUP14319000071728,3.0,Exploring Venus,Text dependent,train,3174,581,567,11,4,99.8425,False,True,True,True,False,False,True,True
